"","subid","list","game.order","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","date","timestamp","rt","gender","age","language"
"64","1",1,2,106,"flower_pos","flower_pos","flower_neg","negimp","positive","target","distractor","L","flower_pos","Y","8/10/2015","17:39",833,"M","35","English"
"65","1",1,2,107,"dog_implic","dog_control","dog_implic","negimp","implicature","distractor","target","R","dog_implic","Y","8/10/2015","17:39",1463,"M","35","English"
"66","1",1,2,108,"banana_pos","banana_neg","banana_pos","negimp","positive","distractor","target","R","banana_pos","Y","8/10/2015","17:39",1016,"M","35","English"
"67","1",1,2,109,"cup_implic","cup_control","cup_implic","negimp","implicature","distractor","target","R","cup_implic","Y","8/10/2015","17:39",770,"M","35","English"
"68","1",1,2,110,"cat_control","cat_foil","cat_control","negimp","unambiguous","distractor","target","R","cat_control","Y","8/10/2015","17:39",705,"M","35","English"
"69","1",1,2,111,"banana_control","banana_control","banana_foil","negimp","unambiguous","target","distractor","L","banana_control","Y","8/10/2015","17:39",913,"M","35","English"
"70","1",1,2,112,"cookie_pos","cookie_pos","cookie_neg","negimp","positive","target","distractor","L","cookie_pos","Y","8/10/2015","17:39",1490,"M","35","English"
"71","1",1,2,113,"bicycle_pos","bicycle_pos","bicycle_neg","negimp","positive","target","distractor","L","bicycle_pos","Y","8/10/2015","17:39",676,"M","35","English"
"72","1",1,2,114,"lamp_implic","lamp_control","lamp_implic","negimp","implicature","distractor","target","R","lamp_implic","Y","8/10/2015","17:39",672,"M","35","English"
"73","1",1,2,115,"apple_neg","apple_neg","apple_pos","negimp","negative","target","distractor","L","apple_neg","Y","8/10/2015","17:39",1492,"M","35","English"
"74","1",1,2,116,"dog_control","dog_foil","dog_control","negimp","unambiguous","distractor","target","R","dog_control","Y","8/10/2015","17:39",1107,"M","35","English"
"75","1",1,2,117,"car_control","car_control","car_foil","negimp","unambiguous","target","distractor","L","car_control","Y","8/10/2015","17:39",1801,"M","35","English"
"76","1",1,2,118,"flower_pos","flower_pos","flower_neg","negimp","positive","target","distractor","L","flower_pos","Y","8/10/2015","17:39",2219,"M","35","English"
"77","1",1,2,119,"teddybear_neg","teddybear_pos","teddybear_neg","negimp","negative","distractor","target","R","teddybear_neg","Y","8/10/2015","17:39",860.999999999998,"M","35","English"
"78","1",1,2,120,"bird_implic","bird_control","bird_implic","negimp","implicature","distractor","target","R","bird_implic","Y","8/10/2015","17:39",1567,"M","35","English"
"79","1",1,2,81,"cookie_pos","cookie_neg","cookie_pos","negimp","positive","distractor","target","R","cookie_pos","Y","8/10/2015","17:39",1001,"M","35","English"
"80","1",1,2,1,"dog_neg","dog_neg","dog_pos","negimp","negative","target","distractor","R","dog_pos","N","8/10/2015","17:39",1698,"M","35","English"
"81","1",1,2,2,"cat_neg","cat_pos","cat_neg","negimp","negative","distractor","target","L","cat_pos","N","8/10/2015","17:39",851.000000000001,"M","35","English"
"82","1",1,2,3,"teddybear_control","teddybear_control","teddybear_foil","negimp","unambiguous","target","distractor","L","teddybear_control","Y","8/10/2015","17:39",978,"M","35","English"
"83","1",1,2,4,"cookie_implic","cookie_control","cookie_implic","negimp","implicature","distractor","target","R","cookie_implic","Y","8/10/2015","17:39",991,"M","35","English"
"84","1",1,2,5,"car_control","car_control","car_foil","negimp","unambiguous","target","distractor","L","car_control","Y","8/10/2015","17:39",985,"M","35","English"
"85","1",1,2,6,"cup_implic","cup_implic","cup_control","negimp","implicature","target","distractor","L","cup_implic","Y","8/10/2015","17:39",932,"M","35","English"
"86","1",1,2,7,"bicycle_pos","bicycle_neg","bicycle_pos","negimp","positive","distractor","target","R","bicycle_pos","Y","8/10/2015","17:39",771,"M","35","English"
"87","1",1,2,8,"lamp_neg","lamp_neg","lamp_pos","negimp","negative","target","distractor","L","lamp_neg","Y","8/10/2015","17:39",1320,"M","35","English"
"88","1",1,2,9,"apple_neg","apple_neg","apple_pos","negimp","negative","target","distractor","L","apple_neg","Y","8/10/2015","17:39",983.999999999998,"M","35","English"
"89","1",1,2,10,"bird_control","bird_foil","bird_control","negimp","unambiguous","distractor","target","R","bird_control","Y","8/10/2015","17:39",1193,"M","35","English"
"90","1",1,2,11,"flower_control","flower_control","flower_foil","negimp","unambiguous","target","distractor","L","flower_control","Y","8/10/2015","17:39",1105,"M","35","English"
"91","1",1,2,133,"bicycle_implic","bicycle_control","bicycle_implic","negimp","implicature","distractor","target","R","bicycle_implic","Y","8/10/2015","17:39",716,"M","35","English"
"92","1",1,2,134,"dog_implic","dog_implic","dog_control","negimp","implicature","target","distractor","L","dog_implic","Y","8/10/2015","17:39",651,"M","35","English"
"93","1",1,2,135,"flower_pos","flower_pos","flower_neg","negimp","positive","target","distractor","L","flower_pos","Y","8/10/2015","17:39",656,"M","35","English"
"94","1",1,2,136,"bird_neg","bird_pos","bird_neg","negimp","negative","distractor","target","R","bird_neg","Y","8/10/2015","17:39",751,"M","35","English"
"95","1",1,2,137,"cat_control","cat_foil","cat_control","negimp","unambiguous","distractor","target","R","cat_control","Y","8/10/2015","17:39",757,"M","35","English"
"96","1",1,2,138,"cookie_implic","cookie_control","cookie_implic","negimp","implicature","distractor","target","R","cookie_implic","Y","8/10/2015","17:39",723,"M","35","English"
"97","1",1,2,139,"apple_neg","apple_pos","apple_neg","negimp","negative","distractor","target","R","apple_neg","Y","8/10/2015","17:39",684.999999999998,"M","35","English"
"98","1",1,2,140,"lamp_implic","lamp_implic","lamp_control","negimp","implicature","target","distractor","L","lamp_implic","Y","8/10/2015","17:39",1218,"M","35","English"
"99","1",1,2,141,"banana_neg","banana_neg","banana_pos","negimp","negative","target","distractor","L","banana_neg","Y","8/10/2015","17:39",814.000000000001,"M","35","English"
"100","1",1,2,142,"car_pos","car_pos","car_neg","negimp","positive","target","distractor","L","car_pos","Y","8/10/2015","17:39",684,"M","35","English"
"101","1",1,2,143,"cup_control","cup_foil","cup_control","negimp","unambiguous","distractor","target","R","cup_control","Y","8/10/2015","17:39",1164,"M","35","English"
"102","1",1,2,144,"teddybear_implic","teddybear_implic","teddybear_control","negimp","implicature","target","distractor","L","teddybear_implic","Y","8/10/2015","17:39",825,"M","35","English"
"103","1",1,2,145,"bird_neg","bird_pos","bird_neg","negimp","negative","distractor","target","R","bird_neg","Y","8/10/2015","17:39",697,"M","35","English"
"104","1",1,2,146,"banana_pos","banana_pos","banana_neg","negimp","positive","target","distractor","L","banana_pos","Y","8/10/2015","17:39",1131,"M","35","English"
"105","1",1,2,147,"apple_pos","apple_neg","apple_pos","negimp","positive","distractor","target","R","apple_pos","Y","8/10/2015","17:39",1195,"M","35","English"
"106","1",1,2,148,"cat_neg","cat_neg","cat_pos","negimp","negative","target","distractor","R","cat_pos","N","8/10/2015","17:39",998.000000000001,"M","35","English"
"107","1",1,2,149,"flower_implic","flower_control","flower_implic","negimp","implicature","distractor","target","R","flower_implic","Y","8/10/2015","17:39",1089,"M","35","English"
"108","1",1,2,150,"teddybear_pos","teddybear_neg","teddybear_pos","negimp","positive","distractor","target","R","teddybear_pos","Y","8/10/2015","17:39",977,"M","35","English"
"109","1",1,2,151,"bicycle_neg","bicycle_pos","bicycle_neg","negimp","negative","distractor","target","R","bicycle_neg","Y","8/10/2015","17:39",949.000000000001,"M","35","English"
"110","1",1,2,152,"cup_neg","cup_pos","cup_neg","negimp","negative","distractor","target","R","cup_neg","Y","8/10/2015","17:39",899.000000000001,"M","35","English"
"111","1",1,2,153,"car_control","car_foil","car_control","negimp","unambiguous","distractor","target","R","car_control","Y","8/10/2015","17:39",1260,"M","35","English"
"112","1",1,2,154,"cookie_pos","cookie_neg","cookie_pos","negimp","positive","distractor","target","R","cookie_pos","Y","8/10/2015","17:39",1256,"M","35","English"
"113","1",1,2,155,"lamp_neg","lamp_pos","lamp_neg","negimp","negative","distractor","target","R","lamp_neg","Y","8/10/2015","17:39",716.999999999997,"M","35","English"
"114","1",1,2,156,"dog_implic","dog_implic","dog_control","negimp","implicature","target","distractor","L","dog_implic","Y","8/10/2015","17:39",817,"M","35","English"
"115","1",1,2,157,"cookie_pos","cookie_neg","cookie_pos","negimp","positive","distractor","target","R","cookie_pos","Y","8/10/2015","17:39",953,"M","35","English"
"116","1",1,2,158,"bird_control","bird_foil","bird_control","negimp","unambiguous","distractor","target","R","bird_control","Y","8/10/2015","17:39",1095,"M","35","English"
"117","1",1,2,159,"banana_control","banana_control","banana_foil","negimp","unambiguous","target","distractor","L","banana_control","Y","8/10/2015","17:39",826,"M","35","English"
"118","1",1,2,160,"lamp_neg","lamp_neg","lamp_pos","negimp","negative","target","distractor","L","lamp_neg","Y","8/10/2015","17:39",722.999999999997,"M","35","English"
"119","1",1,2,161,"car_neg","car_pos","car_neg","negimp","negative","distractor","target","R","car_neg","Y","8/10/2015","17:39",820,"M","35","English"
"120","1",1,2,162,"cat_control","cat_foil","cat_control","negimp","unambiguous","distractor","target","R","cat_control","Y","8/10/2015","17:39",734,"M","35","English"
"121","1",1,2,163,"flower_neg","flower_neg","flower_pos","negimp","negative","target","distractor","L","flower_neg","Y","8/10/2015","17:39",746,"M","35","English"
"122","1",1,2,164,"bicycle_pos","bicycle_pos","bicycle_neg","negimp","positive","target","distractor","L","bicycle_pos","Y","8/10/2015","17:39",679,"M","35","English"
"123","1",1,2,165,"teddybear_neg","teddybear_neg","teddybear_pos","negimp","negative","target","distractor","L","teddybear_neg","Y","8/10/2015","17:39",1094,"M","35","English"
"124","1",1,2,166,"cup_control","cup_control","cup_foil","negimp","unambiguous","target","distractor","L","cup_control","Y","8/10/2015","17:39",774,"M","35","English"
"125","1",1,2,167,"dog_control","dog_control","dog_foil","negimp","unambiguous","target","distractor","L","dog_control","Y","8/10/2015","17:39",716,"M","35","English"
"126","1",1,2,168,"apple_neg","apple_neg","apple_pos","negimp","negative","target","distractor","L","apple_neg","Y","8/10/2015","17:39",1103,"M","35","English"
"127","1",1,2,169,"lamp_implic","lamp_control","lamp_implic","negimp","implicature","distractor","target","R","lamp_implic","Y","8/10/2015","17:39",842,"M","35","English"
"128","1",1,2,170,"car_control","car_foil","car_control","negimp","unambiguous","distractor","target","R","car_control","Y","8/10/2015","17:39",808,"M","35","English"
"129","1",1,2,171,"flower_pos","flower_pos","flower_neg","negimp","positive","target","distractor","L","flower_pos","Y","8/10/2015","17:39",721,"M","35","English"
"130","1",1,2,172,"banana_pos","banana_pos","banana_neg","negimp","positive","target","distractor","L","banana_pos","Y","8/10/2015","17:39",664,"M","35","English"
"131","1",1,2,173,"cookie_neg","cookie_neg","cookie_pos","negimp","negative","target","distractor","L","cookie_neg","Y","8/10/2015","17:39",739,"M","35","English"
"132","1",1,2,174,"dog_control","dog_foil","dog_control","negimp","unambiguous","distractor","target","R","dog_control","Y","8/10/2015","17:39",719,"M","35","English"
"133","1",1,2,175,"apple_pos","apple_pos","apple_neg","negimp","positive","target","distractor","L","apple_pos","Y","8/10/2015","17:39",606,"M","35","English"
"134","1",1,2,176,"bird_neg","bird_neg","bird_pos","negimp","negative","target","distractor","L","bird_neg","Y","8/10/2015","17:39",749,"M","35","English"
"135","1",1,2,177,"teddybear_pos","teddybear_pos","teddybear_neg","negimp","positive","target","distractor","L","teddybear_pos","Y","8/10/2015","17:39",1084,"M","35","English"
"136","1",1,2,178,"cup_implic","cup_control","cup_implic","negimp","implicature","distractor","target","R","cup_implic","Y","8/10/2015","17:39",648,"M","35","English"
"137","1",1,2,179,"bicycle_control","bicycle_control","bicycle_foil","negimp","unambiguous","target","distractor","L","bicycle_control","Y","8/10/2015","17:39",730,"M","35","English"
"138","1",1,2,180,"cat_implic","cat_implic","cat_control","negimp","implicature","target","distractor","L","cat_implic","Y","8/10/2015","17:39",564,"M","35","English"
"139","1",1,2,181,"flower_implic","flower_control","flower_implic","negimp","implicature","distractor","target","R","flower_implic","Y","8/10/2015","17:39",874,"M","35","English"
"140","1",1,2,182,"dog_neg","dog_neg","dog_pos","negimp","negative","target","distractor","L","dog_neg","Y","8/10/2015","17:39",981,"M","35","English"
"141","1",1,2,183,"cat_implic","cat_implic","cat_control","negimp","implicature","target","distractor","L","cat_implic","Y","8/10/2015","17:39",786,"M","35","English"
"142","1",1,2,184,"apple_implic","apple_control","apple_implic","negimp","implicature","distractor","target","R","apple_implic","Y","8/10/2015","17:39",608,"M","35","English"
"143","1",1,2,185,"car_neg","car_pos","car_neg","negimp","negative","distractor","target","R","car_neg","Y","8/10/2015","17:39",624,"M","35","English"
"144","1",1,2,186,"teddybear_control","teddybear_foil","teddybear_control","negimp","unambiguous","distractor","target","R","teddybear_control","Y","8/10/2015","17:39",890,"M","35","English"
"145","1",1,2,187,"lamp_implic","lamp_control","lamp_implic","negimp","implicature","distractor","target","R","lamp_implic","Y","8/10/2015","17:39",928,"M","35","English"
"146","1",1,2,188,"cookie_implic","cookie_control","cookie_implic","negimp","implicature","distractor","target","R","cookie_implic","Y","8/10/2015","17:39",687,"M","35","English"
"147","1",1,2,189,"bird_implic","bird_control","bird_implic","negimp","implicature","distractor","target","R","bird_implic","Y","8/10/2015","17:39",671,"M","35","English"
"148","1",1,2,190,"banana_neg","banana_pos","banana_neg","negimp","negative","distractor","target","R","banana_neg","Y","8/10/2015","17:39",710.000000000001,"M","35","English"
"149","1",1,2,191,"cup_implic","cup_control","cup_implic","negimp","implicature","distractor","target","R","cup_implic","Y","8/10/2015","17:39",644,"M","35","English"
"150","1",1,2,192,"bicycle_neg","bicycle_pos","bicycle_neg","negimp","negative","distractor","target","R","bicycle_neg","Y","8/10/2015","17:39",799.000000000001,"M","35","English"
"151","1",1,2,193,"apple_control","apple_foil","apple_control","negimp","unambiguous","distractor","target","R","apple_control","Y","8/10/2015","17:39",997,"M","35","English"
"152","1",1,2,194,"flower_pos","flower_neg","flower_pos","negimp","positive","distractor","target","R","flower_pos","Y","8/10/2015","17:39",731,"M","35","English"
"153","1",1,2,195,"lamp_pos","lamp_neg","lamp_pos","negimp","positive","distractor","target","R","lamp_pos","Y","8/10/2015","17:39",742,"M","35","English"
"154","1",1,2,196,"banana_neg","banana_neg","banana_pos","negimp","negative","target","distractor","L","banana_neg","Y","8/10/2015","17:39",856.000000000001,"M","35","English"
"155","1",1,2,197,"cookie_implic","cookie_implic","cookie_control","negimp","implicature","target","distractor","L","cookie_implic","Y","8/10/2015","17:39",776,"M","35","English"
"156","1",1,2,198,"car_control","car_foil","car_control","negimp","unambiguous","distractor","target","R","car_control","Y","8/10/2015","17:39",749,"M","35","English"
"157","1",1,2,199,"cat_pos","cat_pos","cat_neg","negimp","positive","target","distractor","L","cat_pos","Y","8/10/2015","17:39",1007,"M","35","English"
"158","1",1,2,200,"bicycle_neg","bicycle_pos","bicycle_neg","negimp","negative","distractor","target","R","bicycle_neg","Y","8/10/2015","17:39",689.000000000001,"M","35","English"
"159","1",1,2,201,"dog_implic","dog_control","dog_implic","negimp","implicature","distractor","target","R","dog_implic","Y","8/10/2015","17:39",806,"M","35","English"
"160","1",1,2,202,"bird_pos","bird_pos","bird_neg","negimp","positive","target","distractor","L","bird_pos","Y","8/10/2015","17:39",639,"M","35","English"
"161","1",1,2,203,"cup_implic","cup_implic","cup_control","negimp","implicature","target","distractor","L","cup_implic","Y","8/10/2015","17:39",907,"M","35","English"
"162","1",1,2,204,"teddybear_neg","teddybear_pos","teddybear_neg","negimp","negative","distractor","target","R","teddybear_neg","Y","8/10/2015","17:39",1772,"M","35","English"
"163","1",1,2,205,"cup_pos","cup_neg","cup_pos","negimp","positive","distractor","target","R","cup_pos","Y","8/10/2015","17:39",834,"M","35","English"
"164","1",1,2,206,"lamp_pos","lamp_pos","lamp_neg","negimp","positive","target","distractor","L","lamp_pos","Y","8/10/2015","17:39",718,"M","35","English"
"165","1",1,2,207,"bicycle_implic","bicycle_implic","bicycle_control","negimp","implicature","target","distractor","L","bicycle_implic","Y","8/10/2015","17:39",576,"M","35","English"
"166","1",1,2,208,"teddybear_neg","teddybear_pos","teddybear_neg","negimp","negative","distractor","target","R","teddybear_neg","Y","8/10/2015","17:39",719.999999999998,"M","35","English"
"167","1",1,2,209,"bird_control","bird_control","bird_foil","negimp","unambiguous","target","distractor","L","bird_control","Y","8/10/2015","17:39",696,"M","35","English"
"168","1",1,2,210,"flower_implic","flower_control","flower_implic","negimp","implicature","distractor","target","R","flower_implic","Y","8/10/2015","17:39",719,"M","35","English"
"169","1",1,2,211,"dog_neg","dog_neg","dog_pos","negimp","negative","target","distractor","L","dog_neg","Y","8/10/2015","17:39",1271,"M","35","English"
"170","1",1,2,212,"cookie_pos","cookie_neg","cookie_pos","negimp","positive","distractor","target","R","cookie_pos","Y","8/10/2015","17:39",916,"M","35","English"
"171","1",1,2,213,"cat_neg","cat_pos","cat_neg","negimp","negative","distractor","target","R","cat_neg","Y","8/10/2015","17:39",806.000000000001,"M","35","English"
"172","1",1,2,214,"banana_control","banana_control","banana_foil","negimp","unambiguous","target","distractor","L","banana_control","Y","8/10/2015","17:39",838,"M","35","English"
"173","1",1,2,215,"apple_implic","apple_control","apple_implic","negimp","implicature","distractor","target","R","apple_implic","Y","8/10/2015","17:39",714,"M","35","English"
"174","1",1,2,216,"car_neg","car_pos","car_neg","negimp","negative","distractor","target","R","car_neg","Y","8/10/2015","17:39",751,"M","35","English"
"175","1",1,2,217,"banana_control","banana_foil","banana_control","negimp","unambiguous","distractor","target","R","banana_control","Y","8/10/2015","17:39",2198,"M","35","English"
"176","1",1,2,218,"apple_neg","apple_neg","apple_pos","negimp","negative","target","distractor","L","apple_neg","Y","8/10/2015","17:39",686.999999999998,"M","35","English"
"177","1",1,2,219,"lamp_pos","lamp_neg","lamp_pos","negimp","positive","distractor","target","R","lamp_pos","Y","8/10/2015","17:39",823,"M","35","English"
"178","1",1,2,220,"bicycle_implic","bicycle_control","bicycle_implic","negimp","implicature","distractor","target","R","bicycle_implic","Y","8/10/2015","17:39",716,"M","35","English"
